,Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2020-06-21,0.22887,0.23118,0.22738,0.22813,4102533,USD,0.003799999999999998,0.0007399999999999907,0.23108714285714285,0.23527714285714282,0.23783190476190474,0.002700615450137808,0.006700879508726909
21,2020-06-22,0.22811,0.24639,0.22769,0.24325,7929329,USD,0.018699999999999994,-0.015139999999999987,0.23284714285714284,0.23506785714285713,0.23760714285714285,0.005322705184038439,0.0064169682427585245
22,2020-06-23,0.24324,0.24477,0.24094,0.2432,5163349,USD,0.00383,4.000000000001225e-05,0.23396714285714285,0.23502357142857142,0.23785761904761907,0.006609003238728435,0.0065322330827687885
23,2020-06-24,0.2432,0.2492299999999999,0.23156,0.23475,9127950,USD,0.017669999999999908,0.008450000000000013,0.2340914285714286,0.23409285714285713,0.2373923809523809,0.006615268774009116,0.006380148826447474
24,2020-06-25,0.23475,0.23529,0.22799,0.23256,6475813,USD,0.007300000000000001,0.0021899999999999975,0.23426571428571427,0.234225,0.23687761904761903,0.006546410866886858,0.006309442847638699
25,2020-06-26,0.23257,0.2335,0.22816,0.2296699999999999,6958435,USD,0.005340000000000011,0.002900000000000097,0.2343457142857143,0.23366285714285714,0.23637476190476187,0.006475947439417225,0.006448187822208374
26,2020-06-27,0.22972,0.2313,0.21711,0.22106,7213219,USD,0.014190000000000008,0.008660000000000001,0.23323142857142856,0.23243714285714284,0.23537761904761903,0.008055568319639548,0.0071189921370668225
27,2020-06-28,0.22107,0.22774,0.21846,0.22509,5910456,USD,0.00928000000000001,-0.0040200000000000236,0.23279714285714287,0.23194214285714285,0.23445047619047615,0.008448778440866854,0.0071311587250533805
28,2020-06-29,0.22509,0.22983,0.2216,0.22787,6801789,USD,0.008230000000000015,-0.002779999999999977,0.23059999999999997,0.23172357142857145,0.2335785714285714,0.007182311605604397,0.006733590636290792
29,2020-06-30,0.22788,0.22857,0.2232299999999999,0.22563,5600729,USD,0.005340000000000095,0.002250000000000002,0.22808999999999996,0.23102857142857142,0.23271238095238095,0.004678920815743711,0.0065167544872903795
30,2020-07-01,0.22561,0.23247,0.22433,0.23095,6309611,USD,0.008140000000000008,-0.005339999999999984,0.2275471428571428,0.2308192857142857,0.23191095238095236,0.003939436145295036,0.005531485247889512
31,2020-07-02,0.23096,0.23204,0.22353,0.2264199999999999,7284511,USD,0.00850999999999999,0.0045400000000000995,0.22666999999999998,0.23046785714285714,0.23170666666666664,0.0032626931615870078,0.0056558751164902535
32,2020-07-03,0.2264199999999999,0.2281399999999999,0.22477,0.22512,5199649,USD,0.003369999999999901,0.0012999999999999123,0.22601999999999997,0.2301828571428571,0.23111523809523804,0.0030087649736506125,0.005664756498780553
33,2020-07-04,0.22509,0.2304,0.2248,0.22915,5449460,USD,0.005599999999999994,-0.00405999999999998,0.22717571428571426,0.23020357142857137,0.23068333333333335,0.00224208130348313,0.005437170526416627
34,2020-07-05,0.22909,0.2298,0.22379,0.22798,5410988,USD,0.006010000000000015,0.0011099999999999999,0.22758857142857142,0.23019285714285712,0.23049095238095235,0.0020520349945962533,0.005458940286137904
35,2020-07-06,0.2279499999999999,0.24164,0.2271,0.24156,9452589,USD,0.014539999999999997,-0.013610000000000094,0.2295442857142857,0.23007214285714284,0.23099714285714285,0.005680565867185108,0.005970556207638594
36,2020-07-07,0.24156,0.24343,0.23492,0.23925,6261172,USD,0.008510000000000018,0.0023100000000000065,0.23148999999999997,0.22978999999999997,0.23118238095238094,0.006403014914866261,0.0061697057504891874
37,2020-07-08,0.23926,0.2487599999999999,0.238,0.24699,12976175,USD,0.010759999999999909,-0.007729999999999987,0.23378142857142853,0.2306642857142857,0.23180666666666666,0.008652509132368126,0.007055936035235409
