,Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2020-06-21,0.22887,0.23118,0.22738,0.22813,4102533,USD,0.003799999999999998,0.0007399999999999907,0.2316357142857143,0.23645071428571426,0.2380090476190476,0.0023664872500735994,0.006486484336496823
21,2020-06-22,0.22811,0.24639,0.22769,0.24325,7929329,USD,0.018699999999999994,-0.015139999999999987,0.23108142857142858,0.23527571428571428,0.2378333333333333,0.0027004964270259473,0.006709247598153827
22,2020-06-23,0.24324,0.24477,0.24094,0.2432,5163349,USD,0.00383,4.000000000001225e-05,0.23284142857142856,0.235065,0.23760619047619047,0.005320991225236769,0.006422087258976196
23,2020-06-24,0.2432,0.2492299999999999,0.23156,0.23475,9127950,USD,0.017669999999999908,0.008450000000000013,0.23396,0.23502071428571428,0.23785857142857142,0.006608398696608159,0.006537319240877144
24,2020-06-25,0.23475,0.23529,0.22799,0.23256,6475813,USD,0.007300000000000001,0.0021899999999999975,0.23408857142857142,0.23408928571428572,0.23739285714285713,0.006614654005996587,0.006384870509929785
25,2020-06-26,0.23257,0.2335,0.22816,0.2296699999999999,6958435,USD,0.005340000000000011,0.002900000000000097,0.23426428571428573,0.23422142857142858,0.23687857142857144,0.006545445890446346,0.006313916602010386
26,2020-06-27,0.22972,0.2313,0.21711,0.22106,7213219,USD,0.014190000000000008,0.008660000000000001,0.23435142857142857,0.23366214285714285,0.23637619047619046,0.0064690015421531655,0.006448852980329463
27,2020-06-28,0.22107,0.22774,0.21846,0.22509,5910456,USD,0.00928000000000001,-0.0040200000000000236,0.23323714285714287,0.23243642857142857,0.23537952380952382,0.00804929337330445,0.007118799390480396
28,2020-06-29,0.22509,0.22983,0.2216,0.22787,6801789,USD,0.008230000000000015,-0.002779999999999977,0.23280571428571428,0.23194357142857142,0.23445238095238094,0.00844128911391862,0.007131226335464202
29,2020-06-30,0.22788,0.22857,0.2232299999999999,0.22563,5600729,USD,0.005340000000000095,0.002250000000000002,0.2306114285714286,0.23172642857142858,0.23358047619047614,0.007178861164491669,0.006732561530495193
30,2020-07-01,0.22561,0.23247,0.22433,0.23095,6309611,USD,0.008140000000000008,-0.005339999999999984,0.22809857142857143,0.23102928571428571,0.23271333333333336,0.004682543570081692,0.006517045598531003
31,2020-07-02,0.23096,0.23204,0.22353,0.2264199999999999,7284511,USD,0.00850999999999999,0.0045400000000000995,0.22755714285714285,0.23082285714285714,0.23191190476190476,0.0039465500304514435,0.005530451716675161
32,2020-07-03,0.2264199999999999,0.2281399999999999,0.22477,0.22512,5199649,USD,0.003369999999999901,0.0012999999999999123,0.22667857142857142,0.23047142857142858,0.23170714285714286,0.0032714086087973515,0.005654988189958535
33,2020-07-04,0.22509,0.2304,0.2248,0.22915,5449460,USD,0.005599999999999994,-0.00405999999999998,0.22601714285714286,0.23018428571428573,0.2311138095238095,0.003011742099879994,0.005664947021985622
34,2020-07-05,0.22909,0.2298,0.22379,0.22798,5410988,USD,0.006010000000000015,0.0011099999999999999,0.22716285714285714,0.2302,0.23067857142857143,0.0022436258919116313,0.005437416928757791
35,2020-07-06,0.2279499999999999,0.24164,0.2271,0.24156,9452589,USD,0.014539999999999997,-0.013610000000000094,0.22757142857142854,0.2301885714285714,0.23048619047619048,0.0020557839426960153,0.005460119482383487
36,2020-07-07,0.24156,0.24343,0.23492,0.23925,6261172,USD,0.008510000000000018,0.0023100000000000065,0.22952571428571425,0.23006857142857143,0.2309928571428571,0.005689284832451382,0.005972052530627175
37,2020-07-08,0.23926,0.2487599999999999,0.238,0.24699,12976175,USD,0.010759999999999909,-0.007729999999999987,0.23147571428571426,0.22978714285714283,0.23117809523809527,0.006416304380619862,0.006171604020874577
38,2020-07-09,0.24693,0.24763,0.23828,0.24202,9016772,USD,0.009349999999999997,0.004909999999999998,0.23375714285714283,0.23065714285714284,0.23180095238095239,0.008652055082051732,0.0070519868865177434
39,2020-07-10,0.24201,0.24217,0.23619,0.24126,6837318,USD,0.005979999999999985,0.0007500000000000007,0.2359842857142857,0.23133142857142855,0.23230904761904758,0.008452841449561713,0.007393244149060566
40,2020-07-11,0.24121,0.24164,0.23776,0.2392,6423250,USD,0.0038799999999999946,0.0020100000000000118,0.23828714285714286,0.23215214285714286,0.23288523809523806,0.007073468536924259,0.007600073433229151
41,2020-07-12,0.2392,0.2437899999999999,0.23691,0.24275,6808834,USD,0.006879999999999886,-0.0035499999999999976,0.23973142857142854,0.23344714285714283,0.2333771428571428,0.005800113299386028,0.0076612499912593135
42,2020-07-13,0.24284,0.2450399999999999,0.23771,0.23973,8322678,USD,0.007329999999999892,0.0031100000000000017,0.24185857142857145,0.234715,0.23407857142857144,0.0026152082681336003,0.007827406521776058
43,2020-07-14,0.23975,0.24208,0.23721,0.2405,7069377,USD,0.0048699999999999855,-0.0007500000000000007,0.2416,0.23556285714285713,0.23391238095238095,0.0027363235676116115,0.007658391413842631
44,2020-07-15,0.24049,0.24136,0.23704,0.23862,7346094,USD,0.0043199999999999905,0.0018700000000000105,0.2417757142857143,0.23662571428571424,0.23378333333333337,0.002596958844128127,0.007515566068722489
45,2020-07-16,0.23862,0.23947,0.23044,0.23365,6625183,USD,0.009029999999999982,0.004970000000000002,0.24058857142857143,0.2371728571428571,0.23396761904761906,0.0015270824969139678,0.0075875568563022015
46,2020-07-17,0.23365,0.23453,0.23184,0.23275,5878520,USD,0.002689999999999998,0.0008999999999999841,0.2393942857142857,0.2376892857142857,0.2340190476190476,0.0028905296927660036,0.00758126764120741
47,2020-07-18,0.23277,0.23683,0.2324,0.23575,5786473,USD,0.004430000000000017,-0.0029799999999999827,0.23818857142857142,0.23823785714285714,0.23416428571428569,0.0036637659521837527,0.0075237879897220175
48,2020-07-19,0.2357199999999999,0.2397,0.23335,0.23901,6611449,USD,0.0063499999999999945,-0.0032900000000000984,0.23769142857142853,0.23871142857142855,0.23486190476190477,0.0037389812720019034,0.0069024905788038484
49,2020-07-20,0.23903,0.23971,0.23451,0.2361,5360281,USD,0.00520000000000001,0.002929999999999988,0.23714714285714283,0.23950285714285716,0.23552571428571428,0.003084643222404141,0.006578437938772817
50,2020-07-21,0.2361,0.24649,0.23567,0.24553,6286317,USD,0.010819999999999996,-0.009429999999999994,0.23662571428571427,0.23911285714285713,0.23591714285714285,0.002872529994870122,0.006341026054872456
51,2020-07-22,0.2455399999999999,0.26642,0.24189,0.2632799999999999,6679453,USD,0.024529999999999996,-0.017740000000000006,0.2373471428571428,0.23956142857142856,0.23686619047619045,0.004289466611307698,0.006211360137836542
52,2020-07-23,0.26329,0.2795299999999999,0.2607,0.27534,8793487,USD,0.018829999999999902,-0.01204999999999995,0.24087142857142854,0.24072999999999997,0.23840571428571428,0.010761541755361132,0.008322204378305435
53,2020-07-24,0.2753299999999999,0.28701,0.26854,0.2793299999999999,7169207,USD,0.018469999999999986,-0.0040000000000000036,0.24682571428571423,0.24311,0.24073476190476187,0.01623747810585422,0.011160227425571432
54,2020-07-25,0.2793299999999999,0.30857,0.2793299999999999,0.30532,8594767,USD,0.0292400000000001,-0.02599000000000007,0.2534771428571428,0.24583285714285713,0.24331761904761903,0.018846790809300237,0.013408492049728037
55,2020-07-26,0.30532,0.31854,0.30033,0.31113,9194982,USD,0.018210000000000004,-0.005810000000000037,0.26341999999999993,0.25055571428571427,0.24694761904761903,0.025204338250917585,0.018655975424716364
56,2020-07-27,0.31112,0.33257,0.31104,0.3218,13729046,USD,0.021529999999999994,-0.010679999999999967,0.27371857142857137,0.25543285714285713,0.2509080952380952,0.028135226690972,0.022791117265076738
57,2020-07-28,0.32182,0.32653,0.3063999999999999,0.3169599999999999,9905746,USD,0.020130000000000092,0.0048600000000000865,0.2859642857142856,0.261295,0.25473,0.02768403201434777,0.027407175885158324
58,2020-07-29,0.31695,0.32493,0.31264,0.31782,8721293,USD,0.012290000000000023,-0.0008699999999999819,0.29616571428571425,0.26675642857142856,0.2584295238095238,0.02307936080653228,0.030304832366504025
59,2020-07-30,0.31779,0.34111,0.31483,0.33487,9069245,USD,0.026280000000000026,-0.017079999999999984,0.30395142857142854,0.2724114285714286,0.2618038095238095,0.018966712444500895,0.0328024255926587
60,2020-07-31,0.3348399999999999,0.34934,0.32902,0.34651,8689356,USD,0.020320000000000005,-0.01167000000000007,0.31245285714285714,0.2796392857142857,0.2662242857142857,0.017259851017400463,0.036091633320124106
61,2020-08-01,0.34648,0.39237,0.3433299999999999,0.38714,11028663,USD,0.049040000000000084,-0.040659999999999974,0.32204571428571427,0.28776142857142856,0.27123714285714284,0.01416555194493895,0.03958514975882471
62,2020-08-02,0.38715,0.41508,0.33576,0.3720799999999999,16375385,USD,0.07932,0.015070000000000083,0.3337357142857143,0.2985778571428571,0.27828238095238095,0.026477043425794936,0.04620971249691594
63,2020-08-03,0.37226,0.39773,0.3684599999999999,0.3858,9924831,USD,0.029270000000000074,-0.013539999999999996,0.34247,0.30809428571428565,0.2844452380952381,0.027823367876660857,0.04974172500215978
64,2020-08-04,0.38586,0.40201,0.3813,0.38962,9840204,USD,0.020710000000000006,-0.003760000000000041,0.3516185714285714,0.31879142857142856,0.29140285714285713,0.030318404437223466,0.05327076873322351
65,2020-08-05,0.38962,0.40692,0.3848399999999999,0.40079,8742431,USD,0.0220800000000001,-0.011169999999999958,0.36200000000000004,0.3290828571428572,0.2985042857142857,0.02887621339441868,0.05601381441853698
66,2020-08-06,0.4008,0.40318,0.39167,0.3948299999999999,7919677,USD,0.011509999999999965,0.005970000000000086,0.37385857142857143,0.33890499999999996,0.3062271428571428,0.02439108472958347,0.05847082205193106
67,2020-08-07,0.3948,0.39814,0.36644,0.37957,8342854,USD,0.031700000000000006,0.015229999999999966,0.3824242857142857,0.34743857142857143,0.31390095238095234,0.018129370146388636,0.05904143273200302
68,2020-08-08,0.37957,0.3967699999999999,0.37638,0.39676,4942302,USD,0.020389999999999908,-0.017189999999999983,0.38715142857142865,0.35459857142857143,0.32089142857142855,0.009414337343597468,0.057628901628064735
69,2020-08-09,0.3967799999999999,0.39993,0.38431,0.39023,4969254,USD,0.015620000000000023,0.006549999999999889,0.38852714285714285,0.36113142857142855,0.32856095238095234,0.010093229932791416,0.056432019094195436
70,2020-08-10,0.39022,0.39905,0.38645,0.39553,8009004,USD,0.0126,-0.005309999999999981,0.3910928571428572,0.36678142857142854,0.33576047619047616,0.007111086917121993,0.05403193791418113
71,2020-08-11,0.39552,0.39813,0.36738,0.37901,9436475,USD,0.03075,0.01650999999999997,0.3924728571428572,0.37204571428571426,0.3433519047619048,0.006859195079808109,0.05040722712261106
72,2020-08-12,0.37903,0.38921,0.36705,0.38712,8587354,USD,0.022160000000000013,-0.008090000000000042,0.3909599999999999,0.37648,0.3497085714285714,0.008552210240634081,0.04564809812968293
73,2020-08-13,0.38715,0.43033,0.37757,0.42431,12040059,USD,0.052759999999999974,-0.037160000000000026,0.38900999999999997,0.38143428571428567,0.3556066666666666,0.007415241061489916,0.041760106720808945
74,2020-08-14,0.42428,0.44374,0.41837,0.43803,8670962,USD,0.025370000000000004,-0.013749999999999984,0.39322142857142856,0.38782285714285714,0.3626995238095238,0.015363434325883031,0.0400582904622991
75,2020-08-15,0.43804,0.4427,0.42875,0.43218,7274350,USD,0.013949999999999962,0.005859999999999976,0.4015742857142857,0.3943628571428572,0.3702571428571429,0.02140935142808946,0.038483485307708155
76,2020-08-16,0.43222,0.4365799999999999,0.41322,0.43363,7015016,USD,0.023359999999999936,-0.0014100000000000223,0.40663714285714286,0.3975821428571429,0.3763,0.02410708382356104,0.03773280893334099
77,2020-08-17,0.43362,0.44486,0.42071,0.43056,7828093,USD,0.024150000000000005,0.003060000000000007,0.41283714285714285,0.40196499999999996,0.38213333333333327,0.024753386781264215,0.03660455167507656
78,2020-08-18,0.43063,0.43365,0.41545,0.42216,8182539,USD,0.018199999999999994,0.008470000000000033,0.41785285714285714,0.4051628571428572,0.3873147619047619,0.02421081556817531,0.03531876365602982
79,2020-08-19,0.4221,0.42665,0.3945099999999999,0.40744,8443071,USD,0.03214000000000006,0.01465999999999995,0.4240057142857143,0.4074828571428571,0.3923219047619048,0.017140604673448325,0.03215634721467119
80,2020-08-20,0.40739,0.41892,0.4028,0.41605,6227504,USD,0.016120000000000023,-0.008660000000000001,0.42689714285714286,0.40795357142857147,0.3965885714285714,0.010181828117265306,0.027359059429321715
81,2020-08-21,0.41605,0.41872,0.38521,0.38799,7616900,USD,0.033509999999999984,0.028059999999999974,0.42572142857142853,0.40947142857142854,0.4004557142857143,0.010978408246146524,0.02368773217752807
82,2020-08-22,0.38806,0.39687,0.3799599999999999,0.39556,6733465,USD,0.01691000000000009,-0.007500000000000007,0.41858142857142855,0.4100778571428571,0.4024357142857143,0.016497128465859018,0.020469636921897228
83,2020-08-23,0.39556,0.39696,0.38342,0.3905,5356709,USD,0.013539999999999996,0.005060000000000009,0.41334428571428566,0.40999071428571426,0.40283619047619046,0.017247769766110872,0.020236569738024207
