,Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2020-06-21,0.18793,0.1884,0.18577,0.18606,623938624,USD,0.002630000000000021,0.0018700000000000105,0.18985999999999997,0.19294642857142857,0.19684142857142858,0.0028520518929360684,0.007476066001390211
21,2020-06-22,0.18606,0.19018,0.18584,0.18941,1066312000,USD,0.004339999999999983,-0.003349999999999992,0.18943142857142856,0.19189857142857145,0.1958180952380952,0.0026210521333454046,0.006904428013273505
22,2020-06-23,0.18942,0.19042,0.18839,0.18886,793852224,USD,0.002030000000000004,0.0005600000000000049,0.18892714285714288,0.19100785714285715,0.19513666666666665,0.002273497410640853,0.0068484883976928125
23,2020-06-24,0.18886,0.1901,0.18179,0.18351,1010395648,USD,0.008309999999999984,0.005349999999999994,0.18754571428571426,0.18963714285714287,0.19415571428571426,0.002195183038251877,0.006973115925774172
24,2020-06-25,0.18352,0.18406,0.17897,0.18155,912398528,USD,0.005090000000000011,0.0019699999999999995,0.18637,0.18914928571428571,0.19306857142857142,0.0028923289347283546,0.007078260581325223
25,2020-06-26,0.18155,0.18679,0.17876,0.18248,1107919744,USD,0.00803000000000001,-0.0009300000000000141,0.1856857142857143,0.188395,0.1921,0.003194729290267867,0.007068812488671598
26,2020-06-27,0.18249,0.18342,0.16947,0.17514,975543744,USD,0.01394999999999999,0.007350000000000023,0.18385857142857143,0.18716142857142856,0.19074,0.004899725939857704,0.007461910613241054
27,2020-06-28,0.17514,0.1796,0.17349,0.17688,856627392,USD,0.006110000000000004,-0.0017400000000000193,0.18254714285714285,0.1862035714285714,0.18947999999999998,0.0054138578798170614,0.007461910613241049
28,2020-06-29,0.17687,0.17913,0.17518,0.17725,880970176,USD,0.003950000000000009,-0.00037999999999999146,0.18080999999999997,0.1851207142857143,0.18820238095238095,0.00475563525374548,0.007126487847994857
29,2020-06-30,0.17724,0.17756,0.17497,0.17532,639094784,USD,0.002590000000000009,0.001920000000000005,0.17887571428571428,0.18390142857142858,0.18696380952380953,0.0035318496435666805,0.006989787891052488
