,Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2020-06-21,9.3588,9.4112,9.2885,9.2964,335994,USD,0.12269999999999825,0.06240000000000023,9.4032,9.51515,9.578376190476192,0.07324795787823776,0.22470649724643416
21,2020-06-22,9.2965,9.7519,9.2858,9.6837,523319,USD,0.46609999999999907,-0.3872,9.396200000000002,9.48322857142857,9.570852380952381,0.08155180357702331,0.23160098363143328
22,2020-06-23,9.6839,9.7156,9.5818,9.6246,375494,USD,0.1338000000000008,0.05930000000000035,9.4331,9.476528571428572,9.546719047619048,0.13679658865141903,0.18562303633721616
23,2020-06-24,9.6246,9.6674,9.223,9.302,515777,USD,0.4443999999999999,0.32259999999999955,9.447528571428572,9.466228571428571,9.551366666666667,0.15237265408952014,0.18632514949231405
24,2020-06-25,9.3008,9.3273,9.0226,9.2475,524453,USD,0.30469999999999864,0.053300000000000125,9.424128571428572,9.424935714285715,9.533919047619047,0.16161140341660443,0.1920045197880702
25,2020-06-26,9.2475,9.2965,9.0601,9.16,489836,USD,0.23639999999999972,0.08750000000000036,9.403728571428571,9.422349999999998,9.507895238095237,0.17504743846821755,0.19202688217067498
26,2020-06-27,9.1605,9.1905,8.8653,9.008299999999998,441927,USD,0.3252000000000006,0.15220000000000233,9.3818,9.400492857142856,9.4855,0.19646565433513308,0.20402596158332365
27,2020-06-28,9.0084,9.1855,8.9502,9.124,329013,USD,0.23529999999999873,-0.11560000000000059,9.331742857142858,9.36747142857143,9.454014285714285,0.24253901993385474,0.22421475260498422
28,2020-06-29,9.1228,9.2291,9.0336,9.1854,401120,USD,0.1955000000000009,-0.06259999999999977,9.306928571428571,9.351564285714286,9.424461904761905,0.2552958657080401,0.2250626256760341
29,2020-06-30,9.186,9.1998,9.0753,9.1354,381725,USD,0.12449999999999939,0.05059999999999931,9.2358,9.33445,9.396285714285714,0.1950030854456717,0.21546215279188732
30,2020-07-01,9.1359,9.289,9.1011,9.2299,366784,USD,0.18789999999999907,-0.0940000000000012,9.165985714285714,9.306757142857142,9.366147619047618,0.0938558722824704,0.20474840809893505
31,2020-07-02,9.2299,9.2597,8.9621,9.0851,483099,USD,0.297600000000001,0.14480000000000004,9.155857142857144,9.289992857142858,9.335242857142857,0.07962995368457872,0.16941508661104895
32,2020-07-03,9.085,9.1204,9.0509,9.0671,333884,USD,0.06949999999999967,0.017900000000000915,9.132642857142857,9.268185714285716,9.325780952380953,0.07175836437058336,0.17777994436676012
33,2020-07-04,9.0671,9.1823,9.0496,9.1344,261246,USD,0.13269999999999982,-0.06729999999999947,9.1193,9.25055,9.306761904761904,0.07435186615007422,0.1832528239241931
34,2020-07-05,9.1343,9.1496,8.9321,9.081,314102,USD,0.21749999999999936,0.053300000000000125,9.137285714285714,9.234514285714285,9.290742857142858,0.05602229998167337,0.1829085224133351
35,2020-07-06,9.0804,9.363,9.0632,9.339,510271,USD,0.2997999999999994,-0.2586000000000013,9.13122857142857,9.21907857142857,9.278119047619047,0.060000436506336456,0.18801725351426826
